,dataset,movie,shot,scale_label,scale_val,move_label,move_val,total_frames,fps,trailer_duration,frame_height,frame_width,frame_channels
16009,train,tt4279250,0025,ECS,0,Static,4,44.0,24.0,1.8,806.0,1920.0,3
16010,train,tt4279250,0031,MS,2,Static,4,26.0,24.0,1.1,806.0,1920.0,3
16011,train,tt4279250,0046,ECS,0,Static,4,19.0,24.0,0.8,806.0,1920.0,3
16012,train,tt4279250,0057,MS,2,Static,4,21.0,24.0,0.9,806.0,1920.0,3
16013,train,tt4279250,0065,MS,2,Static,4,14.0,24.0,0.6,806.0,1920.0,3
16014,train,tt4279250,0068,FS,3,Motion,0,15.0,24.0,0.6,806.0,1920.0,3
16015,train,tt4279250,0073,LS,4,Motion,0,14.0,24.0,0.6,806.0,1920.0,3
16016,train,tt4283962,0007,LS,4,Motion,0,97.0,24.0,4.0,2160.0,3840.0,3
16017,train,tt4283962,0008,LS,4,Motion,0,69.0,24.0,2.9,2160.0,3840.0,3
16018,train,tt4283962,0010,FS,3,Motion,0,46.0,24.0,1.9,2160.0,3840.0,3
16019,train,tt4283962,0011,LS,4,Motion,0,46.0,24.0,1.9,2160.0,3840.0,3
16020,train,tt4283962,0013,LS,4,Static,4,33.0,24.0,1.4,2160.0,3840.0,3
16021,train,tt4283962,0014,LS,4,Motion,0,53.0,24.0,2.2,2160.0,3840.0,3
16022,train,tt4283962,0017,LS,4,Motion,0,219.0,24.0,9.1,2160.0,3840.0,3
16023,train,tt4287320,0003,MS,2,Static,4,63.0,24.0,2.6,720.0,1280.0,3
16024,train,tt4287320,0004,MS,2,Static,4,43.0,24.0,1.8,720.0,1280.0,3
16025,train,tt4287320,0005,MS,2,Static,4,44.0,24.0,1.8,720.0,1280.0,3
16026,train,tt4287320,0006,MS,2,Static,4,23.0,24.0,1.0,720.0,1280.0,3
16027,train,tt4287320,0007,MS,2,Static,4,49.0,24.0,2.0,720.0,1280.0,3
16028,train,tt4287320,0036,ECS,0,Push,1,46.0,24.0,1.9,720.0,1280.0,3
16029,train,tt4287320,0047,FS,3,Motion,0,33.0,24.0,1.4,720.0,1280.0,3
16030,train,tt4287320,0048,FS,3,Motion,0,23.0,24.0,1.0,720.0,1280.0,3
16031,train,tt4287610,0014,LS,4,Motion,0,26.0,24.0,1.1,720.0,1280.0,3
16032,train,tt4287610,0020,FS,3,Static,4,17.0,24.0,0.7,720.0,1280.0,3
16033,train,tt4287610,0023,FS,3,Static,4,20.0,24.0,0.8,720.0,1280.0,3
16034,train,tt4287610,0024,FS,3,Static,4,24.0,24.0,1.0,720.0,1280.0,3
16035,train,tt4288636,0012,MS,2,Static,4,20.0,24.0,0.8,1080.0,1920.0,3
16036,train,tt4288788,0006,FS,3,Motion,0,14.0,24.0,0.6,1080.0,1920.0,3
16037,train,tt4288802,0007,CS,1,Static,4,27.0,24.0,1.1,1080.0,1920.0,3
16038,train,tt4289100,0005,FS,3,Pull,2,18.0,24.0,0.8,1080.0,1920.0,3
16039,train,tt4289100,0009,ECS,0,Static,4,17.0,24.0,0.7,1080.0,1920.0,3
16040,train,tt4289100,0011,MS,2,Static,4,23.0,24.0,1.0,1080.0,1920.0,3
16041,train,tt4289100,0024,MS,2,Static,4,37.0,24.0,1.5,1080.0,1920.0,3
16042,train,tt4289100,0026,CS,1,Motion,0,40.0,24.0,1.7,1080.0,1920.0,3
16043,train,tt4289100,0028,CS,1,Static,4,40.0,24.0,1.7,1080.0,1920.0,3
16044,train,tt4289100,0032,MS,2,Static,4,65.0,24.0,2.7,1080.0,1920.0,3
16045,train,tt4289340,0020,CS,1,Push,1,62.0,24.0,2.6,1080.0,1920.0,3
16046,train,tt4289340,0026,ECS,0,Static,4,32.0,24.0,1.3,1080.0,1920.0,3
16047,train,tt4289340,0039,FS,3,Motion,0,18.0,24.0,0.8,1080.0,1920.0,3
16048,train,tt4291422,0010,MS,2,Static,4,203.0,25.0,8.1,1080.0,1920.0,3
16049,train,tt4291422,0011,MS,2,Static,4,355.0,25.0,14.2,1080.0,1920.0,3
16050,train,tt4291590,0005,FS,3,Static,4,28.0,24.0,1.2,804.0,1920.0,3
16051,train,tt4291590,0011,ECS,0,Static,4,34.0,24.0,1.4,804.0,1920.0,3
16052,train,tt4291590,0015,ECS,0,Static,4,25.0,24.0,1.0,804.0,1920.0,3
16053,train,tt4291590,0017,ECS,0,Static,4,61.0,24.0,2.5,804.0,1920.0,3
16054,train,tt4291590,0020,ECS,0,Static,4,50.0,24.0,2.1,804.0,1920.0,3
16055,train,tt4291590,0022,CS,1,Static,4,30.0,24.0,1.2,804.0,1920.0,3
16056,train,tt4291590,0029,ECS,0,Static,4,17.0,24.0,0.7,804.0,1920.0,3
16057,train,tt4291600,0007,FS,3,Static,4,48.0,24.0,2.0,1080.0,1920.0,3
16058,train,tt4291700,0012,MS,2,Static,4,37.0,24.0,1.5,1080.0,1920.0,3
16059,train,tt4291700,0022,LS,4,Motion,0,17.0,24.0,0.7,1080.0,1920.0,3
16060,train,tt4291700,0027,LS,4,Motion,0,46.0,24.0,1.9,1080.0,1920.0,3
16061,train,tt4291700,0045,ECS,0,Motion,0,29.0,24.0,1.2,1080.0,1920.0,3
16062,train,tt4294812,0028,ECS,0,Push,1,18.0,25.0,0.7,1080.0,1920.0,3
16063,train,tt4294812,0033,ECS,0,Static,4,29.0,25.0,1.2,1080.0,1920.0,3
16064,train,tt4295566,0013,CS,1,Static,4,24.0,24.0,1.0,720.0,1280.0,3
16065,train,tt4295566,0017,LS,4,Motion,0,19.0,24.0,0.8,720.0,1280.0,3
16066,train,tt4295566,0052,ECS,0,Pull,2,15.0,24.0,0.6,720.0,1280.0,3
16067,train,tt4295566,0085,MS,2,Static,4,15.0,24.0,0.6,720.0,1280.0,3
16068,train,tt4295566,0092,LS,4,Static,4,22.0,24.0,0.9,720.0,1280.0,3
16069,train,tt4296254,0011,CS,1,Multi_movement,3,35.0,24.0,1.5,720.0,1280.0,3
16070,train,tt4296254,0022,FS,3,Push,1,36.0,24.0,1.5,720.0,1280.0,3
16071,train,tt4296254,0023,CS,1,Static,4,32.0,24.0,1.3,720.0,1280.0,3
16072,train,tt4296254,0056,CS,1,Static,4,60.0,24.0,2.5,720.0,1280.0,3
16073,train,tt4296800,0056,LS,4,Multi_movement,3,26.0,24.0,1.1,1080.0,1920.0,3
16074,train,tt4296800,0070,CS,1,Static,4,14.0,24.0,0.6,1080.0,1920.0,3
16075,train,tt4298958,0002,ECS,0,Static,4,16.0,24.0,0.7,1080.0,1920.0,3
16076,train,tt4298958,0005,LS,4,Static,4,21.0,24.0,0.9,1080.0,1920.0,3
16077,train,tt4298958,0012,CS,1,Static,4,18.0,24.0,0.8,1080.0,1920.0,3
16078,train,tt4298958,0018,MS,2,Static,4,36.0,24.0,1.5,1080.0,1920.0,3
16079,train,tt4298958,0021,CS,1,Static,4,20.0,24.0,0.8,1080.0,1920.0,3
16080,train,tt4298958,0025,FS,3,Static,4,24.0,24.0,1.0,1080.0,1920.0,3
16081,train,tt4298958,0029,LS,4,Static,4,29.0,24.0,1.2,1080.0,1920.0,3
16082,train,tt4298958,0035,MS,2,Static,4,38.0,24.0,1.6,1080.0,1920.0,3
16083,train,tt4299828,0031,MS,2,Motion,0,28.0,24.0,1.2,1080.0,1920.0,3
16084,train,tt4299828,0052,ECS,0,Motion,0,20.0,24.0,0.8,1080.0,1920.0,3
16085,train,tt4301600,0009,CS,1,Static,4,54.0,25.0,2.2,1080.0,1920.0,3
16086,train,tt4301600,0016,ECS,0,Static,4,17.0,25.0,0.7,1080.0,1920.0,3
16087,train,tt4301600,0030,ECS,0,Static,4,21.0,25.0,0.8,1080.0,1920.0,3
16088,train,tt4301600,0034,ECS,0,Motion,0,64.0,25.0,2.6,1080.0,1920.0,3
16089,train,tt4302740,0003,LS,4,Motion,0,27.0,24.0,1.1,1080.0,1920.0,3
16090,train,tt4302740,0005,LS,4,Motion,0,19.0,24.0,0.8,1080.0,1920.0,3
16091,train,tt4302740,0006,LS,4,Static,4,14.0,24.0,0.6,1080.0,1920.0,3
16092,train,tt4302740,0007,LS,4,Static,4,18.0,24.0,0.8,1080.0,1920.0,3
16093,train,tt4302740,0008,LS,4,Static,4,19.0,24.0,0.8,1080.0,1920.0,3
16094,train,tt4302740,0009,LS,4,Static,4,15.0,24.0,0.6,1080.0,1920.0,3
16095,train,tt4302740,0013,MS,2,Static,4,17.0,24.0,0.7,1080.0,1920.0,3
16096,train,tt4302740,0037,LS,4,Static,4,17.0,24.0,0.7,1080.0,1920.0,3
16097,train,tt4302740,0038,LS,4,Static,4,20.0,24.0,0.8,1080.0,1920.0,3
16098,train,tt4302740,0041,FS,3,Static,4,19.0,24.0,0.8,1080.0,1920.0,3
16099,train,tt4302740,0080,MS,2,Static,4,33.0,24.0,1.4,1080.0,1920.0,3
16100,train,tt4302788,0001,FS,3,Static,4,101.0,24.0,4.2,720.0,1280.0,3
16101,train,tt4302788,0023,MS,2,Motion,0,83.0,24.0,3.5,720.0,1280.0,3
16102,train,tt4302956,0022,FS,3,Motion,0,31.0,24.0,1.3,1080.0,1920.0,3
16103,train,tt4304418,0012,CS,1,Static,4,84.0,24.0,3.5,1080.0,1920.0,3
16104,train,tt4304418,0021,CS,1,Static,4,38.0,24.0,1.6,1080.0,1920.0,3
16105,train,tt4304418,0036,CS,1,Static,4,31.0,24.0,1.3,1080.0,1920.0,3
16106,train,tt4304418,0037,FS,3,Static,4,21.0,24.0,0.9,1080.0,1920.0,3
16107,train,tt4304418,0043,MS,2,Static,4,47.0,24.0,2.0,1080.0,1920.0,3
16108,train,tt4304418,0076,FS,3,Motion,0,41.0,24.0,1.7,1080.0,1920.0,3
16109,train,tt4304426,0006,ECS,0,Static,4,79.0,24.0,3.3,1152.0,2048.0,3
16110,train,tt4304426,0014,CS,1,Static,4,30.0,24.0,1.2,1152.0,2048.0,3
16111,train,tt4304426,0035,FS,3,Static,4,34.0,24.0,1.4,1152.0,2048.0,3
16112,train,tt4304426,0036,FS,3,Static,4,42.0,24.0,1.8,1152.0,2048.0,3
16113,train,tt4304426,0047,MS,2,Motion,0,21.0,24.0,0.9,1152.0,2048.0,3
16114,train,tt4304426,0059,CS,1,Static,4,34.0,24.0,1.4,1152.0,2048.0,3
16115,train,tt4304426,0063,CS,1,Static,4,68.0,24.0,2.8,1152.0,2048.0,3
16116,train,tt4304450,0015,FS,3,Static,4,55.0,24.0,2.3,1080.0,1920.0,3
16117,train,tt4304450,0027,ECS,0,Static,4,19.0,24.0,0.8,1080.0,1920.0,3
16118,train,tt4304450,0039,CS,1,Static,4,23.0,24.0,1.0,1080.0,1920.0,3
16119,train,tt4304450,0040,CS,1,Static,4,31.0,24.0,1.3,1080.0,1920.0,3
16120,train,tt4304450,0080,MS,2,Static,4,24.0,24.0,1.0,1080.0,1920.0,3
16121,train,tt4304450,0082,MS,2,Static,4,24.0,24.0,1.0,1080.0,1920.0,3
16122,train,tt4304450,0087,ECS,0,Static,4,16.0,24.0,0.7,1080.0,1920.0,3
16123,train,tt4304450,0097,CS,1,Static,4,19.0,24.0,0.8,1080.0,1920.0,3
16124,train,tt4304450,0099,CS,1,Static,4,19.0,24.0,0.8,1080.0,1920.0,3
16125,train,tt4304450,0113,ECS,0,Motion,0,20.0,24.0,0.8,1080.0,1920.0,3
16126,train,tt4304450,0117,MS,2,Static,4,16.0,24.0,0.7,1080.0,1920.0,3
16127,train,tt4305562,0081,MS,2,Pull,2,15.0,24.0,0.6,1080.0,1920.0,3
16128,train,tt4305802,0008,MS,2,Static,4,75.0,24.0,3.1,1080.0,1920.0,3
16129,train,tt4306308,0001,FS,3,Push,1,29.0,25.0,1.2,720.0,1280.0,3
16130,train,tt4306308,0053,FS,3,Motion,0,18.0,25.0,0.7,720.0,1280.0,3
16131,train,tt4306308,0056,CS,1,Motion,0,34.0,25.0,1.4,720.0,1280.0,3
16132,train,tt4306308,0073,FS,3,Motion,0,30.0,25.0,1.2,720.0,1280.0,3
16133,train,tt4306308,0081,CS,1,Static,4,22.0,25.0,0.9,720.0,1280.0,3
16134,train,tt4306308,0095,CS,1,Static,4,15.0,25.0,0.6,720.0,1280.0,3
16135,train,tt4306308,0116,MS,2,Static,4,17.0,25.0,0.7,720.0,1280.0,3
16136,train,tt4306308,0117,FS,3,Motion,0,14.0,25.0,0.6,720.0,1280.0,3
16137,train,tt4306308,0118,FS,3,Motion,0,14.0,25.0,0.6,720.0,1280.0,3
16138,train,tt4307540,0001,LS,4,Static,4,28.0,25.0,1.1,1080.0,1920.0,3
16139,train,tt4307540,0011,ECS,0,Static,4,34.0,25.0,1.4,1080.0,1920.0,3
16140,train,tt4307540,0026,CS,1,Motion,0,50.0,25.0,2.0,1080.0,1920.0,3
16141,train,tt4307968,0005,MS,2,Static,4,19.0,24.0,0.8,1080.0,1920.0,3
16142,train,tt4307968,0013,ECS,0,Motion,0,19.0,24.0,0.8,1080.0,1920.0,3
16143,train,tt4307968,0052,MS,2,Static,4,18.0,24.0,0.8,1080.0,1920.0,3
16144,train,tt4307968,0070,CS,1,Motion,0,35.0,24.0,1.5,1080.0,1920.0,3
16145,train,tt4307968,0105,CS,1,Motion,0,19.0,24.0,0.8,1080.0,1920.0,3
16146,train,tt4309284,0043,LS,4,Motion,0,29.0,24.0,1.2,1080.0,1920.0,3
16147,train,tt4309284,0046,FS,3,Static,4,23.0,24.0,1.0,1080.0,1920.0,3
16148,train,tt4309446,0003,LS,4,Motion,0,40.0,25.0,1.6,720.0,1280.0,3
16149,train,tt4309834,0023,MS,2,Motion,0,32.0,30.0,1.1,720.0,1280.0,3
16150,train,tt4312676,0029,LS,4,Motion,0,17.0,24.0,0.7,1080.0,1920.0,3
16151,train,tt4312676,0031,LS,4,Static,4,17.0,24.0,0.7,1080.0,1920.0,3
16152,train,tt4312676,0034,MS,2,Static,4,18.0,24.0,0.8,1080.0,1920.0,3
16153,train,tt4312676,0052,FS,3,Motion,0,18.0,24.0,0.8,1080.0,1920.0,3
16154,train,tt4312676,0065,FS,3,Static,4,23.0,24.0,1.0,1080.0,1920.0,3
16155,train,tt4312676,0074,FS,3,Pull,2,14.0,24.0,0.6,1080.0,1920.0,3
16156,train,tt4312676,0081,FS,3,Push,1,44.0,24.0,1.8,1080.0,1920.0,3
16157,train,tt4313594,0012,FS,3,Static,4,33.0,25.0,1.3,1080.0,1920.0,3
16158,train,tt4313594,0031,FS,3,Static,4,97.0,25.0,3.9,1080.0,1920.0,3
16159,train,tt4313594,0037,MS,2,Motion,0,16.0,25.0,0.6,1080.0,1920.0,3
16160,train,tt4313594,0044,LS,4,Static,4,26.0,25.0,1.0,1080.0,1920.0,3
16161,train,tt4313646,0001,LS,4,Motion,0,57.0,24.0,2.4,1080.0,1920.0,3
16162,train,tt4313646,0011,ECS,0,Static,4,61.0,24.0,2.5,1080.0,1920.0,3
16163,train,tt4313646,0019,CS,1,Static,4,26.0,24.0,1.1,1080.0,1920.0,3
16164,train,tt4313646,0029,CS,1,Motion,0,37.0,24.0,1.5,1080.0,1920.0,3
16165,train,tt4313646,0030,FS,3,Motion,0,31.0,24.0,1.3,1080.0,1920.0,3
16166,train,tt4313646,0034,MS,2,Static,4,29.0,24.0,1.2,1080.0,1920.0,3
16167,train,tt4313646,0035,FS,3,Static,4,33.0,24.0,1.4,1080.0,1920.0,3
16168,train,tt4319112,0065,FS,3,Static,4,16.0,24.0,0.7,1080.0,1920.0,3
16169,train,tt4320900,0004,CS,1,Motion,0,15.0,24.0,0.6,720.0,1280.0,3
16170,train,tt4320900,0024,MS,2,Static,4,22.0,24.0,0.9,720.0,1280.0,3
16171,train,tt4320900,0062,MS,2,Static,4,47.0,24.0,2.0,720.0,1280.0,3
16172,train,tt4323504,0003,LS,4,Push,1,29.0,24.0,1.2,1080.0,1920.0,3
16173,train,tt4323504,0008,LS,4,Motion,0,37.0,24.0,1.5,1080.0,1920.0,3
16174,train,tt4323504,0021,FS,3,Motion,0,18.0,24.0,0.8,1080.0,1920.0,3
16175,train,tt4323504,0035,LS,4,Motion,0,37.0,24.0,1.5,1080.0,1920.0,3
16176,train,tt4323504,0069,LS,4,Motion,0,17.0,24.0,0.7,1080.0,1920.0,3
16177,train,tt4323504,0073,LS,4,Motion,0,21.0,24.0,0.9,1080.0,1920.0,3
16178,train,tt4323504,0080,CS,1,Static,4,28.0,24.0,1.2,1080.0,1920.0,3
16179,train,tt4323536,0009,MS,2,Static,4,18.0,24.0,0.8,1080.0,1920.0,3
16180,train,tt4323536,0013,LS,4,Motion,0,24.0,24.0,1.0,1080.0,1920.0,3
16181,train,tt4323536,0014,LS,4,Motion,0,18.0,24.0,0.8,1080.0,1920.0,3
16182,train,tt4323536,0025,MS,2,Static,4,24.0,24.0,1.0,1080.0,1920.0,3
16183,train,tt4323536,0032,MS,2,Motion,0,30.0,24.0,1.2,1080.0,1920.0,3
16184,train,tt4323536,0039,MS,2,Pull,2,28.0,24.0,1.2,1080.0,1920.0,3
16185,train,tt4323536,0062,FS,3,Static,4,20.0,24.0,0.8,1080.0,1920.0,3
16186,train,tt4323536,0072,FS,3,Motion,0,17.0,24.0,0.7,1080.0,1920.0,3
16187,train,tt4323536,0077,FS,3,Static,4,20.0,24.0,0.8,1080.0,1920.0,3
16188,train,tt4323536,0088,CS,1,Static,4,23.0,24.0,1.0,1080.0,1920.0,3
16189,train,tt4324242,0026,LS,4,Static,4,16.0,25.0,0.6,1080.0,1920.0,3
16190,train,tt4327978,0012,LS,4,Motion,0,101.0,24.0,4.2,1080.0,1920.0,3
16191,train,tt4328146,0001,LS,4,Static,4,92.0,24.0,3.8,720.0,1280.0,3
16192,train,tt4328146,0015,ECS,0,Static,4,17.0,24.0,0.7,720.0,1280.0,3
16193,train,tt4328146,0032,LS,4,Static,4,31.0,24.0,1.3,720.0,1280.0,3
16194,train,tt4328146,0040,FS,3,Static,4,45.0,24.0,1.9,720.0,1280.0,3
16195,train,tt4328146,0041,FS,3,Static,4,48.0,24.0,2.0,720.0,1280.0,3
16196,train,tt4329054,0002,LS,4,Static,4,23.0,25.0,0.9,720.0,1280.0,3
16197,train,tt4329576,0017,FS,3,Static,4,121.0,24.0,5.0,1080.0,1920.0,3
16198,train,tt4329800,0011,ECS,0,Push,1,31.0,25.0,1.2,1080.0,1920.0,3
16199,train,tt4329800,0013,ECS,0,Static,4,75.0,25.0,3.0,1080.0,1920.0,3
16200,train,tt4329800,0018,FS,3,Static,4,45.0,25.0,1.8,1080.0,1920.0,3
16201,train,tt4329800,0024,ECS,0,Static,4,34.0,25.0,1.4,1080.0,1920.0,3
16202,train,tt4329800,0033,CS,1,Static,4,32.0,25.0,1.3,1080.0,1920.0,3
16203,train,tt4329800,0038,CS,1,Motion,0,26.0,25.0,1.0,1080.0,1920.0,3
16204,train,tt4332114,0002,FS,3,Static,4,32.0,24.0,1.3,1080.0,1920.0,3
16205,train,tt4332114,0005,MS,2,Motion,0,40.0,24.0,1.7,1080.0,1920.0,3
16206,train,tt4332114,0026,CS,1,Static,4,22.0,24.0,0.9,1080.0,1920.0,3
16207,train,tt4332114,0035,CS,1,Multi_movement,3,18.0,24.0,0.8,1080.0,1920.0,3
16208,train,tt4332114,0036,CS,1,Static,4,33.0,24.0,1.4,1080.0,1920.0,3
16209,train,tt4332114,0038,MS,2,Static,4,26.0,24.0,1.1,1080.0,1920.0,3
16210,train,tt4332114,0041,FS,3,Static,4,18.0,24.0,0.8,1080.0,1920.0,3
16211,train,tt4332114,0070,CS,1,Motion,0,30.0,24.0,1.2,1080.0,1920.0,3
16212,train,tt4332812,0012,FS,3,Static,4,30.0,24.0,1.2,1080.0,1920.0,3
16213,train,tt4332812,0013,ECS,0,Static,4,39.0,24.0,1.6,1080.0,1920.0,3
16214,train,tt4332812,0017,CS,1,Motion,0,28.0,24.0,1.2,1080.0,1920.0,3
16215,train,tt4333408,0011,CS,1,Static,4,33.0,25.0,1.3,1080.0,1920.0,3
16216,train,tt4333408,0028,ECS,0,Static,4,35.0,25.0,1.4,1080.0,1920.0,3
16217,train,tt4333408,0029,MS,2,Motion,0,44.0,25.0,1.8,1080.0,1920.0,3
16218,train,tt4333408,0031,FS,3,Motion,0,37.0,25.0,1.5,1080.0,1920.0,3
16219,train,tt4333408,0033,FS,3,Motion,0,34.0,25.0,1.4,1080.0,1920.0,3
16220,train,tt4333662,0032,FS,3,Static,4,20.0,25.0,0.8,1080.0,1920.0,3
16221,train,tt4333662,0086,LS,4,Static,4,26.0,25.0,1.0,1080.0,1920.0,3
16222,train,tt4333662,0088,ECS,0,Static,4,19.0,25.0,0.8,1080.0,1920.0,3
16223,train,tt4334272,0004,ECS,0,Static,4,121.0,25.0,4.8,1080.0,1920.0,3
16224,train,tt4334272,0019,CS,1,Static,4,40.0,25.0,1.6,1080.0,1920.0,3
16225,train,tt4334840,0008,MS,2,Static,4,84.0,24.0,3.5,720.0,1280.0,3
16226,train,tt4334840,0014,MS,2,Static,4,40.0,24.0,1.7,720.0,1280.0,3
16227,train,tt4334840,0017,MS,2,Static,4,48.0,24.0,2.0,720.0,1280.0,3
16228,train,tt4334840,0021,ECS,0,Motion,0,74.0,24.0,3.1,720.0,1280.0,3
16229,train,tt4335650,0022,CS,1,Motion,0,105.0,24.0,4.4,1080.0,1920.0,3
16230,train,tt4335650,0025,ECS,0,Static,4,20.0,24.0,0.8,1080.0,1920.0,3
16231,train,tt4335650,0034,ECS,0,Motion,0,29.0,24.0,1.2,1080.0,1920.0,3
16232,train,tt4335808,0016,LS,4,Static,4,31.0,24.0,1.3,1080.0,1920.0,3
16233,train,tt4335808,0029,LS,4,Static,4,115.0,24.0,4.8,1080.0,1920.0,3
16234,train,tt4335808,0035,ECS,0,Static,4,32.0,24.0,1.3,1080.0,1920.0,3
16235,train,tt4338816,0012,FS,3,Static,4,31.0,24.0,1.3,1080.0,1920.0,3
16236,train,tt4338816,0013,FS,3,Static,4,66.0,24.0,2.8,1080.0,1920.0,3
16237,train,tt4338816,0017,MS,2,Motion,0,40.0,24.0,1.7,1080.0,1920.0,3
16238,train,tt4338816,0022,CS,1,Static,4,99.0,24.0,4.1,1080.0,1920.0,3
16239,train,tt4338816,0024,CS,1,Static,4,86.0,24.0,3.6,1080.0,1920.0,3
16240,train,tt4338816,0026,CS,1,Static,4,15.0,24.0,0.6,1080.0,1920.0,3
16241,train,tt4339760,0002,ECS,0,Motion,0,33.0,24.0,1.4,1080.0,1920.0,3
16242,train,tt4339760,0003,ECS,0,Motion,0,27.0,24.0,1.1,1080.0,1920.0,3
16243,train,tt4339760,0004,ECS,0,Static,4,52.0,24.0,2.2,1080.0,1920.0,3
16244,train,tt4339760,0022,FS,3,Static,4,19.0,24.0,0.8,1080.0,1920.0,3
16245,train,tt4339760,0029,CS,1,Motion,0,79.0,24.0,3.3,1080.0,1920.0,3
16246,train,tt4339760,0041,ECS,0,Static,4,44.0,24.0,1.8,1080.0,1920.0,3
16247,train,tt4339760,0046,ECS,0,Static,4,54.0,24.0,2.2,1080.0,1920.0,3
16248,train,tt4339760,0049,FS,3,Motion,0,42.0,24.0,1.8,1080.0,1920.0,3
16249,train,tt4339760,0050,LS,4,Static,4,48.0,24.0,2.0,1080.0,1920.0,3
16250,train,tt4340740,0001,MS,2,Static,4,47.0,24.0,2.0,2160.0,3840.0,3
16251,train,tt4340740,0011,LS,4,Static,4,59.0,24.0,2.5,2160.0,3840.0,3
16252,train,tt4340740,0029,LS,4,Motion,0,53.0,24.0,2.2,2160.0,3840.0,3
16253,train,tt4340740,0033,LS,4,Static,4,28.0,24.0,1.2,2160.0,3840.0,3
16254,train,tt4340740,0034,LS,4,Motion,0,39.0,24.0,1.6,2160.0,3840.0,3
16255,train,tt4340740,0044,MS,2,Motion,0,39.0,24.0,1.6,2160.0,3840.0,3
16256,train,tt4340740,0055,LS,4,Static,4,41.0,24.0,1.7,2160.0,3840.0,3
16257,train,tt4340740,0058,LS,4,Motion,0,34.0,24.0,1.4,2160.0,3840.0,3
16258,train,tt4340740,0060,LS,4,Static,4,31.0,24.0,1.3,2160.0,3840.0,3
16259,train,tt4340740,0062,LS,4,Static,4,49.0,24.0,2.0,2160.0,3840.0,3
16260,train,tt4340740,0064,LS,4,Static,4,44.0,24.0,1.8,2160.0,3840.0,3
16261,train,tt4340740,0066,LS,4,Static,4,22.0,24.0,0.9,2160.0,3840.0,3
16262,train,tt4340740,0067,LS,4,Static,4,35.0,24.0,1.5,2160.0,3840.0,3
16263,train,tt4340740,0068,LS,4,Static,4,51.0,24.0,2.1,2160.0,3840.0,3
16264,train,tt4340740,0069,FS,3,Motion,0,28.0,24.0,1.2,2160.0,3840.0,3
16265,train,tt4340740,0070,LS,4,Motion,0,51.0,24.0,2.1,2160.0,3840.0,3
16266,train,tt4340756,0001,FS,3,Static,4,39.0,25.0,1.6,1080.0,1920.0,3
16267,train,tt4340756,0016,ECS,0,Static,4,25.0,25.0,1.0,1080.0,1920.0,3
16268,train,tt4340756,0035,ECS,0,Static,4,17.0,25.0,0.7,1080.0,1920.0,3
16269,train,tt4340756,0037,MS,2,Push,1,27.0,25.0,1.1,1080.0,1920.0,3
16270,train,tt4341532,0009,MS,2,Multi_movement,3,36.0,24.0,1.5,1080.0,1920.0,3
16271,train,tt4341532,0028,LS,4,Push,1,80.0,24.0,3.3,1080.0,1920.0,3
16272,train,tt4341532,0048,LS,4,Static,4,35.0,24.0,1.5,1080.0,1920.0,3
16273,train,tt4341532,0057,LS,4,Multi_movement,3,52.0,24.0,2.2,1080.0,1920.0,3
16274,train,tt4341582,0008,FS,3,Static,4,21.0,24.0,0.9,800.0,1920.0,3
16275,train,tt4341582,0012,ECS,0,Static,4,16.0,24.0,0.7,800.0,1920.0,3
16276,train,tt4341582,0013,ECS,0,Static,4,24.0,24.0,1.0,800.0,1920.0,3
16277,train,tt4341582,0025,LS,4,Static,4,24.0,24.0,1.0,800.0,1920.0,3
16278,train,tt4341582,0056,LS,4,Motion,0,45.0,24.0,1.9,800.0,1920.0,3
16279,train,tt4341582,0057,MS,2,Motion,0,34.0,24.0,1.4,800.0,1920.0,3
16280,train,tt4342172,0003,MS,2,Static,4,56.0,25.0,2.2,1080.0,1920.0,3
16281,train,tt4353990,0007,LS,4,Motion,0,70.0,25.0,2.8,1080.0,1920.0,3
16282,train,tt4353990,0018,MS,2,Static,4,31.0,25.0,1.2,1080.0,1920.0,3
16283,train,tt4353990,0023,ECS,0,Static,4,22.0,25.0,0.9,1080.0,1920.0,3
16284,train,tt4354276,0012,CS,1,Motion,0,34.0,24.0,1.4,1080.0,1920.0,3
16285,train,tt4357624,0005,FS,3,Motion,0,25.0,30.0,0.8,1080.0,1920.0,3
16286,train,tt4357624,0007,FS,3,Motion,0,41.0,30.0,1.4,1080.0,1920.0,3
16287,train,tt4358230,0005,ECS,0,Static,4,54.0,24.0,2.2,1080.0,1920.0,3
16288,train,tt4360270,0004,LS,4,Static,4,113.0,30.0,3.8,720.0,1280.0,3
16289,train,tt4360270,0013,FS,3,Static,4,65.0,30.0,2.2,720.0,1280.0,3
16290,train,tt4360270,0025,CS,1,Static,4,98.0,30.0,3.3,720.0,1280.0,3
16291,train,tt4360270,0029,FS,3,Motion,0,118.0,30.0,3.9,720.0,1280.0,3
16292,train,tt4360270,0034,FS,3,Motion,0,76.0,30.0,2.5,720.0,1280.0,3
16293,train,tt4360270,0035,MS,2,Static,4,55.0,30.0,1.8,720.0,1280.0,3
16294,train,tt4360270,0041,FS,3,Static,4,68.0,30.0,2.3,720.0,1280.0,3
16295,train,tt4360270,0045,MS,2,Static,4,67.0,30.0,2.2,720.0,1280.0,3
16296,train,tt4360270,0049,MS,2,Motion,0,86.0,30.0,2.9,720.0,1280.0,3
